Review,Aspects,Sentiment
"The only other negative, we found the waiter to be slightly pompous, and when I asked him some very basic wine questions, he was lost.","['staff', 'food']","['negative', 'neutral']"
"Our waiter was courteous and knew the menu well, though he was a little pushy with the bottles of wine.","['staff', 'menu', 'food']","['positive', 'positive', 'neutral']"
"My two best friends took me to Cafe Gray for my birthday and by the end of the dinner, they were apologizing for the poor service and so-so food.","['food', 'service']","['neutral', 'negative']"
"The manager came personally to apologize and to my surprise, he brought me the drink, a big chocolate chip cookie, and a bag of chips!!!","['staff', 'food']","['positive', 'neutral']"
I went anyway and was greeted by the rude owner who practicly ripped our outside drink from our hands (although we were trying to throw it out anyway.,"['staff', 'food']","['negative', 'neutral']"
I have never been to an establishment that boasts traditional French service that basically throws food at you; waiters not only reach across the table but drip wine and water all over their diners.,"['food', 'staff']","['neutral', 'negative']"
"i just wish they wld drop some staff though, sometimes you feel like your being stalked by waiters, waiters helper, waterperson, busperson, food runner, supervisors, managers.","['staff', 'food']","['negative', 'neutral']"
Someone should tell these people that high prices on the menu does not make your restaurant better.,"['price', 'menu']","['negative', 'neutral']"
"Lastly, after spending a little over an hour and most of that time waiting for our food to arrive the manager barked at us to leave to make room for another party that had been waiting for 25 minutes!","['staff', 'place']","['negative', 'neutral']"
This Restaurant was very  Ask to the waiter or waitress to give you a table in the back room where all the romance of the place is situated with a so-called chimney!!,"['staff', 'place']","['negative', 'neutral']"
This past Memorial day weekend was hot and I asked the waiter why was the air condition not working and he responded doens't know why.,"['staff', 'ambience']","['negative', 'neutral']"
"There is nothing else on the menu except for exotic teas and cold beverages, but with a meal this cheap and delightful, who would care?","['menu', 'food']","['neutral', 'positive']"
Food was good although menu was a little limited(still plenty to chose from).,"['food', 'menu']","['positive', 'negative']"
"Delicious appetizers and entrees, our server recommended a wonderful bottle of wine, and we couldn't resist dessert.","['food', 'staff']","['positive', 'neutral']"
After I have my dinner I try to talk to the manager and let him know that he had very good workers and that he should be more considerate with them and the answer that I got from him was (THey can leave I don't care).,"['food', 'staff']","['neutral', 'positive']"
"Its great for people who want to try Korean food, but can't understand the servers or the menu on 32nd St.","['food', 'staff', 'menu']","['positive', 'neutral', 'neutral']"
"I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor.","['price', 'ambience']","['neutral', 'negative']"
It took the waiter over a 1/2 hour to come over to tell us the specials.,"['staff', 'food']","['negative', 'neutral']"
"Many meals were delivered by two servers, besides having a waiter to oversea the process.","['food', 'staff']","['positive', 'neutral']"
"Obviously bz place, greeting was less than welcoming, service was adequate from less than friendly waiters, steak for 2 was anything but spectacular served with sauce that's better suited for seafood than meat.","['service', 'staff', 'food']","['positive', 'negative', 'neutral']"
"I have been to Blue Ribbon Sushi at least 75 times and have never ordered the same dish twice, that's how awesome the menu is.","['food', 'menu']","['neutral', 'positive']"
"Every item on the menu tasted like it had been lovingly perfected- from the pulled pork sandwich on white roll to the smokey baked beans, buttery mac-n-cheese, and slightly spicey coleslaw.","['menu', 'food']","['neutral', 'positive']"
"When we proceeded to order our food, the waitress interrupted and told us that maybe we had ordered enough for now.","['food', 'staff']","['neutral', 'positive']"
I have been coming here for several years and know that the staff and bartender would be there with my favorite drinks and dishes I like to eat and drink on any given night.,"['staff', 'food']","['neutral', 'positive']"
"We were a bit chatty so it took us a while to decide what to order, but when we made it abundantly clear we were ready (closed the menu, looked around for our waiter) he was slammed from the recent filling of the space.","['menu', 'staff']","['neutral', 'negative']"
"Thankfully, a succinct menu leaves little to ponder--and, despite the high churn, burgers always arrive as specified.","['menu', 'food']","['neutral', 'positive']"
as of late though(maybe change of ownership)the food quality dropped with the menu change and the service got worse.,"['food', 'menu', 'service']","['negative', 'neutral', 'negative']"
Orange Valve is probably the best bar that I've been to in a while.,"['food', 'place']","['neutral', 'positive']"
When asked what the waitress recommended she just named a few things off the menu without saying why.,"['staff', 'menu']","['negative', 'neutral']"
"The atmosphere is nice, food is really worth it, especially for such prices, but service sucks:  I first ordered 2 different martinis and never got the one I asked for;  they brought the wrong dishes -although it was quick!- and then we had to ask for chopsticks to be able to eat our dishes.","['ambience', 'food', 'price', 'service']","['positive', 'positive', 'positive', 'negative']"
"The waiter, who was missing when we wanted to place our order, hovered over us throughout the meal, as if in a hurry to get us out of there.","['staff', 'food']","['negative', 'neutral']"
"When we finally got to order, we were told the bartender wasn't there, so we couldn't order any drinks.","['staff', 'food']","['negative', 'neutral']"
"I asked the captain to bring the food in separate bags and he loudly said, Oh, I guess you are not getting lucky tonight.","['staff', 'food']","['negative', 'neutral']"
"Our waitress was rather un-friendly, seemed annoyed that we didn't want appetizers and we waited 15 minutes before our wine arrived.","['staff', 'food']","['negative', 'neutral']"
"Faux Models/Waiters hustle around the tight spaced restaurant, while the bar is crowded with waiting patrons and dates enjoying a drink.","['place', 'service']","['neutral', 'negative']"
